Token;Tag
Vistos;O
etc;O
.;O
Contra;O
o;O
acórdão;O
prolatado;O
pelo;O
Tribunal;O
de;O
origem;O
,;O
maneja;O
recurso;O
extraordinário;O
,;O
com;O
base;O
no;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
102;I_Ref. Legislativa
,;I_Ref. Legislativa
III;I_Ref. Legislativa
,;I_Ref. Legislativa
da;I_Ref. Legislativa
Lei;I_Ref. Legislativa
Maior;I_Ref. Legislativa
,;I_Ref. Legislativa
o;O
Município;O
de;O
São;O
Paulo;O
.;O
Aparelhado;O
o;O
recurso;O
na;O
afronta;O
ao;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
150;I_Ref. Legislativa
,;I_Ref. Legislativa
VI;I_Ref. Legislativa
,;I_Ref. Legislativa
“a”;I_Ref. Legislativa
,;I_Ref. Legislativa
da;I_Ref. Legislativa
Lei;I_Ref. Legislativa
Maior;I_Ref. Legislativa
.;I_Ref. Legislativa
"
";O
"
";O
É;O
o;O
relatório;O
.;O
Decido;O
.;O
Preenchidos;O
os;O
pressupostos;O
extrínsecos;O
.;O
Da;O
detida;O
análise;O
dos;O
fundamentos;O
adotados;O
pelo;O
Tribunal;O
de;O
origem;O
,;O
por;O
ocasião;O
do;O
julgamento;O
do;O
apelo;O
veiculado;O
na;O
instância;O
ordinária;O
,;O
em;O
confronto;O
com;O
as;O
razões;O
veiculadas;O
no;O
extraordinário;O
,;O
concluo;O
que;O
nada;O
colhe;O
o;O
recurso;O
.;O
"
";O
"
";O
A;O
Corte;O
de;O
origem;O
decidiu;O
a;O
controvérsia;O
em;O
acórdão;O
cuja;O
ementa;O
transcrevo;O
:;O
"
";O
"
";O
“PROCESSUAL;O
CIVIL;O
E;O
TRIBUTÁRIO;O
.;O
EXECUÇÃO;O
FISCAL;O
.;O
EXTINTA;O
REDE;O
FERROVIÁRIA;O
FEDERAL;O
.;O
IPTU;O
.;O
IMUNIDADE;O
TRIBUTÁRIA;O
RECÍPROCA;O
.;O
"
";O
"
";O
I;O
.;O
A;O
Rede;O
Ferroviária;O
Federal;O
(;O
RFFSA;O
);O
,;O
sucedida;O
pela;O
União;O
,;O
tratava;O
-;O
se;O
de;O
pessoa;O
jurídica;O
prestadora;O
de;O
serviço;O
público;O
obrigatório;O
e;O
exclusivo;O
do;O
Estado;O
.;O
Assim;O
,;O
equiparava;O
-;O
se;O
à;O
Fazenda;O
Pública;O
,;O
gozando;O
dos;O
mesmos;O
privilégios;O
,;O
inclusive;O
em;O
relação;O
à;O
imunidade;O
tributária;O
recíproca;O
,;O
nos;O
termos;O
do;O
artigo;B_Ref. Legislativa
12;I_Ref. Legislativa
do;I_Ref. Legislativa
Decreto;I_Ref. Legislativa
-;I_Ref. Legislativa
Lei;I_Ref. Legislativa
n;I_Ref. Legislativa
.;I_Ref. Legislativa
509/69;I_Ref. Legislativa
e;O
do;O
artigo;B_Ref. Legislativa
150;I_Ref. Legislativa
,;I_Ref. Legislativa
inciso;I_Ref. Legislativa
VI;I_Ref. Legislativa
,;I_Ref. Legislativa
alínea;I_Ref. Legislativa
"""a""";I_Ref. Legislativa
da;I_Ref. Legislativa
Constituição;I_Ref. Legislativa
Federal;I_Ref. Legislativa
,;I_Ref. Legislativa
respectivamente;O
.;O
"
";O
"
";O
II;O
.;O
Apelação;O
desprovida;O
.;O
”;O
(;O
fl;O
.;O
68;O
);O
"
";O
"
";O
O;O
entendimento;O
adotado;O
no;O
acórdão;O
recorrido;O
não;O
diverge;O
da;O
jurisprudência;O
firmada;O
no;O
âmbito;O
deste;O
Supremo;O
Tribunal;O
Federal;O
,;O
razão;O
pela;O
qual;O
não;O
se;O
divisa;O
a;O
alegada;O
ofensa;O
ao;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
150;I_Ref. Legislativa
,;I_Ref. Legislativa
VI;I_Ref. Legislativa
,;I_Ref. Legislativa
“a”;I_Ref. Legislativa
,;I_Ref. Legislativa
da;I_Ref. Legislativa
Constituição;I_Ref. Legislativa
Federal;I_Ref. Legislativa
.;I_Ref. Legislativa
Nesse;O
sentido;O
:;O
"
";O
"
";O
“Agravo;O
regimental;O
no;O
recurso;O
extraordinário;O
.;O
Imunidade;O
recíproca;O
.;O
Artigo;B_Ref. Legislativa
150;I_Ref. Legislativa
,;I_Ref. Legislativa
VI;I_Ref. Legislativa
,;I_Ref. Legislativa
a;I_Ref. Legislativa
,;I_Ref. Legislativa
da;I_Ref. Legislativa
CF;I_Ref. Legislativa
.;I_Ref. Legislativa
RFFSA;O
.;O
Sociedade;O
de;O
Economia;O
Mista;O
prestadora;O
de;O
serviço;O
público;O
.;O
Requisitos;O
da;O
imunidade;O
.;O
Matéria;O
infraconstitucional;O
.;O
Fatos;O
e;O
provas;O
.;O
1;O
.;O
O;O
Supremo;O
Tribunal;O
Federal;O
já;O
adotou;O
o;O
entendimento;O
de;O
