Token;Tag
Ementa;O
 ;O
e;O
 ;O
Acórdão;O
 ;O
"
";O
"
";O
18/03/2014;O
 ;O
PRIMEIRA;O
 ;O
TURMA;O
 ;O
"
";O
"
";O
AG;B_Precedente
.;I_Precedente
REG;I_Precedente
.;I_Precedente
 ;I_Precedente
NO;I_Precedente
 ;I_Precedente
RECURSO;I_Precedente
 ;I_Precedente
EXTRAORDINÁRIO;I_Precedente
 ;I_Precedente
626.814;I_Precedente
 ;I_Precedente
RIO;I_Precedente
 ;I_Precedente
DE;I_Precedente
 ;I_Precedente
JANEIRO;I_Precedente
 ;I_Precedente
"
";I_Precedente
"
";I_Precedente
RELATOR;I_Precedente
 ;I_Precedente
:;I_Precedente
 ;I_Precedente
MIN;I_Precedente
.;I_Precedente
 ;I_Precedente
MARCO;I_Precedente
 ;I_Precedente
AURÉLIOAGTE;O
.;O
(;O
S;O
);O
 ;O
:;O
CROMOS;O
 ;O
S;O
/;O
A;O
 ;O
TINTAS;O
 ;O
GRÁFICAS;O
 ;O
ADV;O
.;O
(;O
A;O
/;O
S;O
);O
 ;O
:;O
ÉDISON;B_Pessoa
 ;I_Pessoa
FREITAS;I_Pessoa
 ;I_Pessoa
DE;I_Pessoa
 ;I_Pessoa
SIQUEIRA;I_Pessoa
 ;I_Pessoa
E;O
 ;O
OUTRO;O
(;O
A;O
/;O
S;O
);O
AGDO;O
.;O
(;O
A;O
/;O
S;O
);O
 ;O
:;O
UNIÃO;O
 ;O
PROC;O
.;O
(;O
A;O
/;O
S;O
);O
(;O
ES;O
);O
 ;O
:;O
PROCURADOR;O
-;O
GERAL;O
 ;O
DA;O
 ;O
FAZENDA;O
 ;O
NACIONAL;O
 ;O
"
";O
"
";O
COFINS;O
 ;O
–;O
 ;O
PIS;O
 ;O
–;O
 ;O
EXCLUSÕES;O
 ;O
E;O
 ;O
DEDUÇÕES;O
 ;O
DA;O
 ;O
BASE;O
 ;O
DE;O
 ;O
CÁLCULO;O
 ;O
–;O
 ;O
ARTIGO;B_Ref. Legislativa
 ;I_Ref. Legislativa
3º;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
§;I_Ref. Legislativa
 ;I_Ref. Legislativa
6º;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
DA;I_Ref. Legislativa
 ;I_Ref. Legislativa
LEI;I_Ref. Legislativa
 ;I_Ref. Legislativa
Nº;I_Ref. Legislativa
 ;I_Ref. Legislativa
9.718;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
DE;I_Ref. Legislativa
 ;I_Ref. Legislativa
1998;I_Ref. Legislativa
 ;I_Ref. Legislativa
–;O
 ;O
PEDIDO;O
 ;O
DE;O
 ;O
EXTENSÃO;O
 ;O
POR;O
 ;O
VIA;O
 ;O
JUDICIAL;O
 ;O
A;O
 ;O
SEGMENTOS;O
 ;O
EMPRESARIAIS;O
 ;O
NÃO;O
 ;O
CONTEMPLADOS;O
 ;O
–;O
 ;O
PRINCÍPIO;O
 ;O
DA;O
 ;O
ISONOMIA;O
 ;O
–;O
 ;O
IMPOSSIBILIDADE;O
 ;O
–;O
 ;O
É;O
 ;O
defeso;O
 ;O
ao;O
 ;O
Poder;O
 ;O
Judiciário;O
 ;O
estender;O
 ;O
sistemática;O
 ;O
de;O
 ;O
deduções;O
 ;O
e;O
 ;O
exclusões;O
 ;O
da;O
 ;O
base;O
 ;O
de;O
 ;O
cálculo;O
 ;O
de;O
 ;O
tributos;O
 ;O
a;O
 ;O
contribuintes;O
 ;O
não;O
 ;O
contemplados;O
 ;O
na;O
 ;O
lei;O
 ;O
de;O
 ;O
regência;O
,;O
 ;O
sob;O
 ;O
pena;O
 ;O
de;O
 ;O
invasão;O
 ;O
de;O
 ;O
seara;O
 ;O
reservada;O
 ;O
ao;O
 ;O
Poder;O
 ;O
Legislativo;O
.;O
 ;O
"
";O
"
";O
A;O
 ;O
C;O
 ;O
Ó;O
 ;O
R;O
 ;O
D;O
 ;O
Ã;O
 ;O
O;O
 ;O
"
";O
"
";O
Vistos;O
,;O
 ;O
relatados;O
 ;O
e;O
 ;O
discutidos;O
 ;O
estes;O
 ;O
autos;O
,;O
 ;O
acordam;O
 ;O
os;O
 ;O
Ministros;O
 ;O
da;O
 ;O
Primeira;O
 ;O
Turma;O
 ;O
do;O
 ;O
Supremo;O
 ;O
Tribunal;O
 ;O
Federal;O
 ;O
em;O
 ;O
desprover;O
 ;O
o;O
 ;O
agravo;O
 ;O
regimental;O
 ;O
no;O
 ;O
recurso;O
 ;O
extraordinário;O
,;O
 ;O
nos;O
 ;O
termos;O
 ;O
