Token;Tag
E;O
M;O
E;O
N;O
T;O
A;O
:;O
RECLAMAÇÃO;O
–;O
ALEGAÇÃO;O
DE;O
DESRESPEITO;O
À;O
AUTORIDADE;O
DA;O
DECISÃO;O
PROFERIDA;O
,;O
COM;O
EFEITO;O
VINCULANTE;O
,;O
NO;O
EXAME;O
DA;O
ADC;B_Precedente
16;I_Precedente
/;I_Precedente
DF;I_Precedente
–;O
INOCORRÊNCIA;O
–;O
RESPONSABILIDADE;O
SUBSIDIÁRIA;O
DA;O
ADMINISTRAÇÃO;O
PÚBLICA;O
POR;O
DÉBITOS;O
TRABALHISTAS;O
(;O
LEI;B_Ref. Legislativa
Nº;I_Ref. Legislativa
8.666/93;I_Ref. Legislativa
,;I_Ref. Legislativa
ART;I_Ref. Legislativa
.;I_Ref. Legislativa
71;I_Ref. Legislativa
,;I_Ref. Legislativa
§;I_Ref. Legislativa
1º;I_Ref. Legislativa
);I_Ref. Legislativa
–;O
ATO;O
JUDICIAL;O
RECLAMADO;O
PLENAMENTE;O
JUSTIFICADO;O
,;O
NO;O
CASO;O
,;O
PELO;O
RECONHECIMENTO;O
DE;O
SITUAÇÃO;O
CONFIGURADORA;O
DE;O
CULPA;O
“IN;O
VIGILANDO”;O
,;O
“IN;O
ELIGENDO”;O
OU;O
“IN;O
OMITTENDO”;O
–;O
DEVER;O
LEGAL;O
DAS;O
ENTIDADES;O
PÚBLICAS;O
CONTRATANTES;O
DE;O
FISCALIZAR;O
O;O
CUMPRIMENTO;O
,;O
POR;O
PARTE;O
DAS;O
EMPRESAS;O
CONTRATADAS;O
,;O
DAS;O
OBRIGAÇÕES;O
TRABALHISTAS;O
REFERENTES;O
AOS;O
EMPREGADOS;O
VINCULADOS;O
AO;O
CONTRATO;O
CELEBRADO;O
(;O
LEI;B_Ref. Legislativa
Nº;I_Ref. Legislativa
8.666/93;I_Ref. Legislativa
,;I_Ref. Legislativa
ART;I_Ref. Legislativa
.;I_Ref. Legislativa
67;I_Ref. Legislativa
);I_Ref. Legislativa
–;O
ARGUIÇÃO;O
DE;O
OFENSA;O
AO;O
POSTULADO;O
DA;O
RESERVA;O
DE;O
PLENÁRIO;O
(;O
CF;B_Ref. Legislativa
,;I_Ref. Legislativa
ART;I_Ref. Legislativa
.;I_Ref. Legislativa
97;I_Ref. Legislativa
);I_Ref. Legislativa
–;O
SÚMULA;B_Precedente
VINCULANTE;I_Precedente
Nº;I_Precedente
10;I_Precedente
/;I_Precedente
STF;I_Precedente
–;O
INAPLICABILIDADE;O
–;O
INEXISTÊNCIA;O
,;O
NO;O
CASO;O
,;O
DE;O
JUÍZO;O
OSTENSIVO;O
OU;O
DISFARÇADO;O
DE;O
INCONSTITUCIONALIDADE;O
DE;O
QUALQUER;O
ATO;O
ESTATAL;O
–;O
PRECEDENTES;O
–;O
RECURSO;O
DE;O
AGRAVO;O
IMPROVIDO;O
.;O
"
";O
"
";O
A;O
C;O
Ó;O
R;O
D;O
Ã;O
O;O
"
";O
"
";O
Vistos;O
,;O
relatados;O
e;O
discutidos;O
estes;O
autos;O
,;O
acordam;O
os;O
Ministros;O
do;O
Supremo;O
Tribunal;O
Federal;O
,;O
em;O
Sessão;O
Plenária;O
,;O
na;O
conformidade;O
da;O
ata;O
de;O
julgamentos;O
e;O
das;O
notas;O
taquigráficas;O
,;O
por;O
unanimidade;O
de;O
votos;O
,;O
em;O
negar;O
provimento;O
ao;O
agravo;O
regimental;O
,;O
nos;O
termos;O
do;O
voto;O
do;O
Relator;O
.;O
