,181300904,181300030,181300041,181300029,181300060,181300028,181300020,181300033,181300059,181300026,161704902,181300053,181300014,181300036,171300018,191300901,vinicius,181300052,181300034,181300037,181300072,pedro,181300022,191300709,181300501,igor,182300901,172300501,181300025,181300023,181300001,mariana,181300038,181300039,181300055,guilherme,181300062,181300040,181300024,181300003,181300006,171300011,181300005,182300904,171300044,181300071,171300045,181300004,171300023,181300018,pillar,181300068,182300301
181300904,1.0,,,,,,,,,,,,0.8672350791717418,0.8426858513189448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181300030,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8282153983088563,,,,,,,,,
181300041,,,1.0,,,,,,,,0.7963553530751708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8140379185155304,
181300029,,,,1.0,,,,,,,,,,,0.5503699487763233,,,,,,,,,,,,,,,,,,,,,,,0.65973630831643,,,,,,,,,,,,,,,
181300060,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.90601390148081,,,,,,,,,,,,,,,,,,,0.7108378870673953,,,
181300028,,,,,,1.0,,,,,,,,,,,,,,,,0.8581030619865572,,,,0.7868852459016393,,,,,,0.8564273789649416,,,,0.4745762711864407,,,,,,,,,0.6214788732394366,,,,,,0.5179856115107914,,
181300020,,,,,,,1.0,,,,0.6221094190637337,,,0.6581605528973951,,,0.6563257392147358,,,,,0.6140625,,,,,,,,,,,,,,0.9094736842105263,,,,,,,,,,,,,,,,,
181300033,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7704147071398033,,,,,,,,,,,,0.5749007936507936
181300059,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.7793969849246232,,,,,,0.8561534363345764,,,,,,,,,,,,,,,,,,
181300026,,,,,,,,,,1.0,,,,,,,,0.8424538166608574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8876442634080108,,,,
161704902,,,0.7963553530751708,,,,0.6221094190637337,,,,1.0,,,,,,0.5562336530078466,,,,,0.82996632996633,,,,,,,,,,,,,,0.9387351778656127,,,,,,,,,,,,,,,,,
181300053,,,,,,,,,,,,1.0,,,,0.8402646502835539,0.7746534653465347,,,,,,,,,,,,,,,0.9099920697858842,,0.8452666987025469,,,,,,,,,,,,,,,,,0.7821466524973433,,
181300014,0.8672350791717418,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8727080394922426,,,,,,,,,,,
181300036,0.8426858513189448,,,,,,0.6581605528973951,,,,,,,1.0,,,0.6796182685753238,,,,,0.7162162162162162,,,,,,,,,,,,,,0.8663101604278075,,,,,,,,,,,,,,,,,
171300018,,,,0.5503699487763233,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.8127877237851663,,,,,,,,,,,,,,,,,,
191300901,,,,,,,,,,,,0.8402646502835539,,,,1.0,0.7522886375875067,,,,,,,,,,,,,,,0.8859259259259259,,,,,,,,,,,,,0.825658939345824,,,,,,0.8234688625836336,,
vinicius,,,,,,,0.6563257392147358,,,,0.5562336530078466,0.7746534653465347,,0.6796182685753238,,0.7522886375875067,1.0,,,,,0.656910569105691,,,,,,,,,,,,0.6958637469586375,,,,,,,,,,,,,,,,,0.7184294304916873,,
181300052,,,,,,,,,,0.8424538166608574,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.9225429302155644,,,,,,,,,,
181300034,,,,,,,,,,,,,,,,,,,1.0,0.7373020207536866,,,,,,,,,,,,,,,,,,,,,,,,,,0.8524727577535625,,,,,,,
181300037,,,,,,,,,,,,,,,,,,,0.7373020207536866,1.0,,,0.6143481427530955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181300072,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.892434988179669,,,,,,,,,,,,,,,,,,,,0.7331701346389229,,,,,
pedro,,,,,,0.8581030619865572,0.6140625,,,,0.82996632996633,,,0.7162162162162162,,,0.656910569105691,,,,,1.0,,,,0.7565359477124183,,,,,,0.8104575163398693,,,,,,,,,,,,,0.8175182481751825,,,,,,,,
181300022,,,,,,,,,,,,,,,,,,,,0.6143481427530955,,,1.0,,,,,,,0.8437299035369775,,,,,,,,,,,,,,,,,,,,,,,
191300709,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.7067137809187279,,,,,,,,,,,,,,,,,,,,0.8282537067545305,,,,,,
181300501,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.6992709599027946,0.8017429193899782,,,,,,,,,,,,,
igor,,,,,,0.7868852459016393,,,,,,,,,,,,,,,,0.7565359477124183,,,,1.0,,,,,,0.9036898061288305,,,,0.5983813859382904,,,,,,,,,,,,0.8484982332155477,,,0.3651452282157676,,
182300901,,,,,,,,,,,,,,,,,,,,,,,,0.7067137809187279,,,1.0,,,,,,,,,,0.7452907452907452,,,,,,,,,,,,,,,,
172300501,,,,,,,,,,,,,,,,,,,,,0.892434988179669,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.8739235273854633,
181300025,,,,,,,,,0.7793969849246232,,,,,,,,,,,,,,,,,,,,1.0,,0.8432924416303917,,,,,,,,,,,,,,,,,,,,,,
