,181300904,181300030,181300041,181300029,181300060,181300028,181300020,181300033,181300059,181300026,161704902,181300053,181300014,181300036,171300018,191300901,vinicius,181300052,181300034,181300037,181300072,pedro,181300022,191300709,181300501,igor,182300901,172300501,181300025,181300023,181300001,mariana,181300038,181300039,181300055,guilherme,181300062,181300040,181300024,181300003,181300006,171300011,181300005,182300904,171300044,181300071,171300045,181300004,171300023,181300018,pillar,181300068,182300301
181300904,1.0,,,,,,,,,,,,0.91,0.8622355488922205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181300030,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8025251528901164,,,,,,,,,
181300041,,,1.0,,,,,,,,0.8062328139321723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.810761421319797,
181300029,,,,1.0,,,,,,,,,,,0.7278641127574991,,,,,,,,,,,,,,,,,,,,,,,0.7815403056637699,,,,,,,,,,,,,,,
181300060,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.8972077324332617,,,,,,,,,,,,,,,,,,,0.7999340260597064,,,
181300028,,,,,,1.0,,,,,,,,,,,,,,,,0.912573673870334,,,,0.9107953424116835,,,,,,0.8695411829740188,,,,0.7752755150934355,,,,,,,,,0.7846884785660296,,,,,,0.7607511945771752,,
181300020,,,,,,,1.0,,,,0.7883817427385892,,,0.7694051979766265,,,0.7630180658873539,,,,,0.7681304058549567,,,,,,,,,,,,,,0.8944935691318328,,,,,,,,,,,,,,,,,
181300033,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7765645371577575,,,,,,,,,,,,0.7499534190422955
181300059,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.7671552298467689,,,,,,0.8729047706759993,,,,,,,,,,,,,,,,,,
181300026,,,,,,,,,,1.0,,,,,,,,0.9054760594386351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9135446685878963,,,,
161704902,,,0.8062328139321723,,,,0.7883817427385892,,,,1.0,,,,,,0.7389318341531975,,,,,0.8729338842975206,,,,,,,,,,,,,,0.9392585975882091,,,,,,,,,,,,,,,,,
181300053,,,,,,,,,,,,1.0,,,,0.839098383895662,0.7628897807965421,,,,,,,,,,,,,,,0.8385051718385051,,0.776986301369863,,,,,,,,,,,,,,,,,0.7686162624821683,,
181300014,0.91,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8898034604401143,,,,,,,,,,,
181300036,0.8622355488922205,,,,,,0.7694051979766265,,,,,,,1.0,,,0.7441791044776119,,,,,0.7693000901171523,,,,,,,,,,,,,,0.8912475506205094,,,,,,,,,,,,,,,,,
171300018,,,,0.7278641127574991,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.8644906033630069,,,,,,,,,,,,,,,,,,
191300901,,,,,,,,,,,,0.839098383895662,,,,1.0,0.7929440389294404,,,,,,,,,,,,,,,0.8800813008130082,,,,,,,,,,,,,0.8438465499485067,,,,,,0.7955714605233728,,
vinicius,,,,,,,0.7630180658873539,,,,0.7389318341531975,0.7628897807965421,,0.7441791044776119,,0.7929440389294404,1.0,,,,,0.7866732968672302,,,,,,,,,,,,0.6764705882352942,,,,,,,,,,,,,,,,,0.7524947294448349,,
181300052,,,,,,,,,,0.9054760594386351,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.8660688458200753,,,,,,,,,,
181300034,,,,,,,,,,,,,,,,,,,1.0,0.8237149749489702,,,,,,,,,,,,,,,,,,,,,,,,,,0.8447712418300654,,,,,,,
181300037,,,,,,,,,,,,,,,,,,,0.8237149749489702,1.0,,,0.6672368421052631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
