,181300904,181300030,181300041,181300029,181300060,181300028,181300020,181300033,181300059,181300026,161704902,181300053,181300014,181300036,171300018,191300901,vinicius,181300052,181300034,181300037,181300072,pedro,181300022,191300709,181300501,igor,182300901,172300501,181300025,181300023,181300001,mariana,181300038,181300039,181300055,guilherme,181300062,181300040,181300024,181300003,181300006,171300011,181300005,182300904,171300044,181300071,171300045,181300004,171300023,181300018,pillar,181300068,182300301
181300904,1.0,,,,,,,,,,,,0.8365921787709497,0.7543679342240494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181300030,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48370927318295737,,,,,,,,,
181300041,,,1.0,,,,,,,,0.41793103448275865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4436229205175601,
181300029,,,,1.0,,,,,,,,,,,0.7668341708542713,,,,,,,,,,,,,,,,,,,,,,,0.718078381795196,,,,,,,,,,,,,,,
181300060,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6644182124789207,,,,,,,,,,,,,,,,,,,0.6049562682215743,,,
181300028,,,,,,1.0,,,,,,,,,,,,,,,,0.8670212765957447,,,,0.9347037484885127,,,,,,0.882943143812709,,,,0.776904948939513,,,,,,,,,0.8254545454545454,,,,,,0.860036832412523,,
181300020,,,,,,,1.0,,,,0.7184170471841704,,,0.6864064602960969,,,0.7398091934084996,,,,,0.7671589921807124,,,,,,,,,,,,,,0.7864077669902912,,,,,,,,,,,,,,,,,
181300033,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6229852838121934,,,,,,,,,,,,0.6672710788757933
181300059,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.6209068010075567,,,,,,0.729312762973352,,,,,,,,,,,,,,,,,,
181300026,,,,,,,,,,1.0,,,,,,,,0.7692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8680057388809183,,,,
161704902,,,0.41793103448275865,,,,0.7184170471841704,,,,1.0,,,,,,0.6624775583482945,,,,,0.8046875,,,,,,,,,,,,,,0.7236842105263158,,,,,,,,,,,,,,,,,
181300053,,,,,,,,,,,,1.0,,,,0.7308085977482088,0.6675774134790529,,,,,,,,,,,,,,,0.7837259100642399,,0.6548672566371682,,,,,,,,,,,,,,,,,0.7502392344497608,,
181300014,0.8365921787709497,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7366197183098592,,,,,,,,,,,
