Token;Tag
DECISÃO;O
:;O
 ;O
1;O
.;O
 ;O
Trata;O
-;O
se;O
 ;O
de;O
 ;O
habeas;O
 ;O
corpus;O
 ;O
impetrado;O
 ;O
contra;O
 ;O
acórdão;O
 ;O
do;O
 ;O
Superior;O
 ;O
Tribunal;O
 ;O
de;O
 ;O
Justiça;O
 ;O
proferido;O
 ;O
no;O
 ;O
AREsp;B_Precedente
 ;I_Precedente
655.217;I_Precedente
/;I_Precedente
AM;I_Precedente
,;I_Precedente
 ;I_Precedente
Rel;I_Precedente
.;I_Precedente
 ;I_Precedente
Min;I_Precedente
.;I_Precedente
 ;I_Precedente
Jorge;I_Precedente
 ;I_Precedente
Mussi;I_Precedente
.;I_Precedente
 ;O
Consta;O
 ;O
dos;O
 ;O
autos;O
,;O
 ;O
em;O
 ;O
síntese;O
,;O
 ;O
que;O
 ;O
(;O
a;O
);O
 ;O
o;O
 ;O
paciente;O
 ;O
foi;O
 ;O
denunciado;O
 ;O
por;O
 ;O
desenvolver;O
 ;O
clandestinamente;O
 ;O
atividades;O
 ;O
de;O
 ;O
telecomunicação;O
 ;O
(;O
Lei;B_Ref. Legislativa
 ;I_Ref. Legislativa
9.472/1997;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
art;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
183;I_Ref. Legislativa
);I_Ref. Legislativa
,;O
 ;O
mas;O
 ;O
absolvido;O
 ;O
pelo;O
 ;O
magistrado;O
 ;O
de;O
 ;O
primeiro;O
 ;O
grau;O
,;O
 ;O
nos;O
 ;O
termos;O
 ;O
do;O
 ;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
386;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
III;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
do;I_Ref. Legislativa
 ;I_Ref. Legislativa
"CPP;";I_Ref. Legislativa
 ;O
(;O
b;O
);O
 ;O
o;O
 ;O
Tribunal;O
 ;O
Regional;O
 ;O
Federal;O
 ;O
da;O
 ;O
1ª;O
 ;O
Região;O
 ;O
deu;O
 ;O
provimento;O
 ;O
à;O
 ;O
apelação;O
 ;O
do;O
 ;O
Ministério;O
 ;O
Público;O
 ;O
Federal;O
 ;O
e;O
 ;O
condenou;O
 ;O
o;O
 ;O
paciente;O
 ;O
à;O
 ;O
pena;O
 ;O
